artists,genres
Agustï¿½ï¿½n ,['bolero']
Agustï¿½ï¿½n Leï¿½,[]
Ahlam,['arab pop']
Ahmad Jamal,"['bebop', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul jazz', 'stride', 'vocal jazz']"
Ahmad Jamal Quintet,[]
Ahmad Jamal Trio,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz trio', 'soul jazz', 'stride']"
Ahmad Lewis,[]
Ahmad Zahir,"['afghan pop', 'afghan traditional']"
Ahmed Dilawar,[]
Ahmed Party,[]
Ahmet Celal Bey,[]
Ahmet Kaya,['turkish folk']
Ahmet ï¿½ï¿½s,[]
Aibohponhcet,[]
Aida Cuevas,"['bolero', 'mariachi', 'ranchera']"
Aiden,[]
Aiko,"['alternative r&b', 'pop', 'r&b', 'urban contemporary']"
Aim,"['anime', 'anime rock', 'j-pixie', 'j-pop', 'j-poprock']"
Aimee B,[]
Aimee Mann,"['folk', 'lilith', 'new wave pop', 'permanent wave', 'pop rock']"
Aimer,"['anime', 'anime rock', 'j-pixie', 'j-pop', 'j-poprock']"
Aimie Atkinson,[]
Aine Minogue,"['celtic', 'new age', 'string folk']"
Air,"['emo', 'pop punk', 'pop rock', 'socal pop punk']"
Air Supply,"['adult standards', 'mellow gold', 'soft rock']"
Air Traffic Controller,"['folk-pop', 'hopebeat', 'indie poptimism', 'indiecoustica', 'shiver pop']"
Airbourne,"['glam metal', 'hard rock', 'metal', 'rock', 'wrestling']"
Airiel,"['american shoegaze', 'dream pop', 'dreamgaze', 'indie shoegaze', 'nu gaze', 'shoegaze']"
Airplay,"['deep soft rock', 'yacht rock']"
Airship Express,['background music']
Aisha Badru,"['indie folk', 'nyc pop']"
Aitana,"['latin pop', 'latin talent show', 'spanish pop']"
Ajit Merchant,[]
Aka Odko,"['mongolian hip hop', 'mongolian pop']"
Akademie fï¿½ï¿½r Alte Musik Be,"['barockinterpreten', 'baroque ensemble', 'choral', 'classical performance', 'historically informed performance']"
Akano,['otacore']
Ake Surachet,"['thai folk', 'thai indie rock', 'thai pop']"
Akin,"['country', 'country road', 'modern country rock']"
Akina Nakamori,"['j-pop', 'japanese city pop', 'japanese new wave', 'kayokyoku', 'techno kayo']"
Akinyele,"['east coast hip hop', 'hardcore hip hop', 'queens hip hop']"
Akira Ishikawa,['classic japanese jazz']
Akira Yamaoka,"['japanese soundtrack', 'japanese vgm', 'video game music']"
Akitoshi Igarashi,['japanese jazz']
Akkineni Nageswara Rao,[]
Ako,['dance pop']
Akon,['dance pop']
Akwid,"['chicano rap', 'latin hip hop', 'mexican hip hop']"
Akylla,[]
Al Alberts,"['australian pop', 'australian singer-songwriter', 'folk-pop', 'indie anthem-folk']"
Al B. Sure!,"['funk', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'urban contemporary']"
Al Bano,['classic italian pop']
Al Bano And Romina Power,[]
Al Bowlly,"['adult standards', 'big band', 'british dance band', 'lounge', 'swing']"
Al Caiola,"['adult standards', 'easy listening', 'exotica', 'lounge']"
Al Casey,['surf music']
Al Chernet,[]
Al Cohn,"['bebop', 'cool jazz', 'hard bop', 'jazz saxophone', 'soul jazz']"
Al Corley,[]
Al Dexter & His Troopers,['country boogie']
Al Di Meola,"['flamenco guitar', 'jazz fusion', 'jazz guitar']"
Al Green,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
Al Gromer Khan,"['kirtan', 'meditation', 'sitar', 'world fusion']"
Al Haig Quartet,[]
Al Haig Trio,['jazz trio']
Al Hazan,[]
Al Hibbler,[]
Al Hirt,"['adult standards', 'dixieland', 'easy listening', 'jazz trumpet', 'lounge', 'new orleans jazz', 'space age pop']"
Al Hudson,[]
Al Hurricane,['new mexico music']
"Al Hurricane, Jr.",['new mexico music']
Al Jacobs,[]
Al Jarreau,"['adult standards', 'jazz funk', 'quiet storm', 'smooth jazz', 'soft rock', 'yacht rock']"
Al Johnson,['background music']
Al Jolson,"['adult standards', 'big band', 'ragtime', 'swing', 'tin pan alley']"
Al Kooper,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'psychedelic rock', 'rock keyboard']"
Al Martino,"['adult standards', 'brill building pop', 'easy listening', 'lounge']"
Al Petteway,['fingerstyle']
Al Philip Jere Syncopators,[]
Al Stewart,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']"
Al Stillman,['tin pan alley']
Al Valdï¿½ï¿½s y su Orqu,[]
Al Viola,['jazz guitar']
Al Wilson,"['classic soul', 'motown', 'northern soul']"
Al. Bebe,[]
Alabama,"['country', 'country road', 'country rock']"
Alabama 3,[]
Alabama Jr.Pettis,[]
Alabama Shakes,"['alabama indie', 'indie rock', 'modern blues rock', 'rock']"
Alabina,['arab pop']
Alacranes Musical,"['corrido', 'duranguense', 'regional mexican']"
Alain Barriï¿½ï,"['chanson', 'ye ye']"
Alain Bashung,"['chanson', 'french indie pop', 'french pop', 'french rock', 'nouvelle chanson francaise']"
Alain Boublil,['broadway']
Alain Delon,[]
Alain Planes,"['classical piano', 'french classical piano']"
Alain Souchon,"['chanson', 'french indie pop', 'french pop', 'french rock', 'nouvelle chanson francaise']"
Alaine,"['lovers rock', 'modern reggae', 'riddim', 'soca']"
Alan Braden,"['library music', 'operetta']"
Alan Braxe,"['disco house', 'filter house', 'nu disco']"
Alan Bristow,[]
Alan Cavï¿,"['kompa', 'twoubadou', 'zouk']"
Alan Cumming,['broadway']
Alan Davies,[]
Alan Dudley,[]
Alan Friedman,[]
Alan Gilbert,"['classical performance', 'orchestral performance']"
Alan Hale,[]
Alan Hawkshaw,"['exotica', 'library music', 'lounge', 'spytrack']"
Alan Howarth,"['classic soundtrack', 'horror synth']"
Alan Jackson,"['contemporary country', 'country', 'country road']"
Alan Jay Lerner,[]
Alan Lomax,"['appalachian folk', 'blues', 'spirituals', 'traditional blues', 'traditional folk']"
Alan Loveday,[]
Alan Menken,"['broadway', 'disney', 'hollywood', 'movie tunes', 'show tunes']"
Alan Mills,[]
Alan Mills and the Four Shipmates,[]
Alan Moorhouse,['library music']
Alan Palomo,[]
Alan Parker,"['library music', 'spytrack']"
Alan Parsons,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']"
Alan Rickman,[]
Alan Silvestri,"['scorecore', 'soundtrack']"
Alan Tam,"['c-pop', 'cantopop', 'classic cantopop']"
Alan Titus,[]
Alan Umstead,[]
Alan Walker,['electro house']
Alan Watts,['free folk']
Alan Wayne,[]
Alan Wilder,[]
Alanis Morissette,"['alternative rock', 'canadian pop', 'canadian singer-songwriter', 'lilith', 'pop rock', 'singer-songwriter']"
Alanna Ubach,['disney']
Alannah Myles,"['classic canadian rock', 'new wave pop']"
Alasdair Fraser,"['celtic', 'irish folk', 'jig and reel', 'scottish fiddle', 'scottish folk', 'string folk']"
Alaska Y Dinarama,"['spanish new wave', 'spanish pop', 'spanish synthpop']"
Alaska Y Los Pegamoides,['spanish new wave']
Alauddin,[]
Alaï¿½ï¿½de C,"['bossa nova', 'velha guarda']"
Alban Berg,"['classical performance', 'streichquartett', 'string quartet']"
Alban Berg Quartett,"['classical performance', 'streichquartett', 'string quartet']"
Albeli,[]
Albert Ammons & Pete Johnson,[]
Albert Ayler,"['avant-garde', 'avant-garde jazz', 'experimental', 'free improvisation', 'free jazz', 'jazz saxophone']"
Albert Collins,"['blues', 'blues rock', 'electric blues', 'modern blues', 'texas blues']"
Albert Cornellier,[]
Albert Hammond,"['dance-punk', 'garage rock', 'indie rock', 'modern rock', 'punk blues', 'rock']"
Albert Hammond Jr,"['dance-punk', 'garage rock', 'indie rock', 'modern rock', 'punk blues', 'rock']"
Albert Hay Malotte,[]
Albert King,"['blues', 'blues rock', 'classic rock', 'electric blues', 'memphis soul', 'soul blues', 'traditional blues']"
Albert Linville,[]
Albert Lortzing,"['classical era', 'german opera', 'german romanticism']"
Albert Nova,[]
Albert Prï¿½ï¿½,['vintage chanson']
Albert Schweitzer,['wind quintet']
Alberta Hunter,['harlem renaissance']
Albertina Walker,['gospel']
"Alberto ""Beto"" Zapata",[]
Alberto Albertini,[]
Alberto Arenas,['vintage tango']
Alberto Beltran,['bolero']
Alberto Cortez,"['bolero', 'cantautor', 'nueva cancion', 'pop romantico', 'trova']"
Alberto Erede,['opera']
Alberto Fontï¿½ï¿½n ,[]
Alberto Gomez,['vintage tango']
Alberto Martini,['italian violin']
Alberto Pedraza,"['cumbia', 'cumbia sonidera']"
Alberto Pedraza Con Su Ritmo Y Sabor,['cumbia sonidera']
Alberto Pedraza Islas,[]
Alberto Rabagliati,"['classic italian pop', 'swing italiano', 'vintage italian pop']"
Alberto Ruiz,[]
Alberto Ruiz Lavadenz,[]
Alberto Vazquez,"['bolero', 'mexican rock-and-roll', 'pop romantico', 'ranchera']"
Alberto Y Roberto,"['grupera', 'regional mexican']"
Albino Gaggi,[]
Alborosie,"['modern reggae', 'reggae']"
Alcatrazz,"['album rock', 'glam metal', 'hard rock', 'metal', 'neo classical metal', 'rock']"
Alceo Galliera,[]
Alceu Valenï¿½,"['manguebeat', 'mpb', 'nova musica pernambucana']"
Alcides Briceï¿½,[]
Alcides Caminha,[]
Alcoholics Anonymous,[]
Alda Noni,"['classical soprano', 'italian soprano']"
Aldenhoff,[]
Aldo Bertocci,[]
Aldo Campoamor,['vintage tango']
Aldo Campoamor & Hector Insua,[]
Aldo Ciccolini,"['classical piano', 'italian classical piano']"
Aldo Dona & Elena Beltrami con Orchestra Pippo Barzizza,[]
Aldo Donï¿,['vintage italian pop']
Aldo Marin,[]
Aldo Monges,['pop romantico']
Aldo Nova,"['album rock', 'canadian metal', 'classic canadian rock', 'glam metal', 'hard rock']"
Aldo Protti,"['classical baritone', 'italian baritone']"
Aldo Trujillo,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
Ale M. Z.,[]
Aleanne Francois,['haitian traditional']
"Alec ""Guitar Slim"" Seward",[]
Alec Benjamin,['pop']
Alec Redshaw,[]
Alec Wilder,['tin pan alley']
Aled Jones,['operatic pop']
Alee,['calming instrumental']
Alegre All Stars,"['latin jazz', 'salsa international']"
Alejandra Guzman,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol']"
Alejandra Zambrini,[]
"Alejandro ""Mosty"" Patiï¿½",[]
Alejandro Algara,[]
Alejandro Cardona,[]
Alejandro Escovedo,"['alternative country', 'country rock', 'folk', 'heartland rock', 'new americana', 'pub rock', 'roots rock']"
Alejandro Fernï¿½ï¿½,"['latin', 'latin arena pop', 'latin pop', 'mariachi', 'mexican pop', 'ranchera', 'regional mexican']"
Alejandro Filio,"['cantautor', 'nueva cancion', 'trova', 'trova mexicana']"
Alejandro Lerner,"['argentine rock', 'latin pop', 'rock nacional']"
Alejandro Sanz,"['cantautor', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish pop']"
Aleko Efendi,[]
Alekos Dimou,[]
Alekos Kitsakis,['rebetiko']
Aleks Nikolov,[]
Aleks Syntek,"['latin', 'latin alternative', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'rock en espanol']"
Aleksis Zoympas-Violi,[]
Alena Cherny,['ukrainian classical piano']
Alesana,"['metalcore', 'north carolina emo', 'screamo']"
Alessandra De Negri,[]
Alessandro Corbelli,"['classical baritone', 'italian baritone', 'opera']"
Alessandro Marcello,"['baroque', 'early music', 'italian baroque']"
Alessandro Safina,"['italian tenor', 'operatic pop']"
Alessandro Scarlatti,"['baroque', 'classical', 'early music', 'italian baroque', 'italian opera']"
Alessi Brothers,['yacht rock']
Alessia Cara,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'pop dance', 'post-teen pop']"
Alessio Bax,"['classical piano', 'italian classical piano']"
Alesso,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'tropical house']"
Alestorm,"['british power metal', 'comic', 'comic metal', 'metal', 'pirate', 'power metal', 'scottish metal']"
Alex & Sierra,"['indie cafe pop', 'neo mellow', 'pop', 'post-teen pop', 'viral pop']"
Alex Banin,[]
Alex Boniello,[]
Alex Brightman,"['broadway', 'hollywood', 'show tunes']"
Alex Bueno,"['bachata', 'bachata dominicana', 'latin', 'merengue', 'tropical']"
Alex Bueno y Su Orquesta,['merengue']
Alex Bugnon,['smooth jazz']
Alex C.,"['latin christian', 'latin worship', 'mariachi cristiano', 'reggaeton cristiano']"
Alex Campos,"['latin christian', 'latin worship', 'mariachi cristiano', 'reggaeton cristiano']"
Alex Clare,['modern alternative rock']
Alex DB,[]
Alex Denada,['berlin minimal techno']
Alex Ebert,['alternative americana']
Alex Foster,[]
Alex G,"['alternative rock', 'art pop', 'bubblegrunge', 'freak folk', 'indie folk', 'indie garage rock', 'indie pop', 'indie rock', 'lo-fi indie', 'philly indie']"
Alex Gargolas,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
Alex Gaudino,"['disco house', 'edm', 'electro house', 'vocal house']"
Alex Guesta,['deep uplifting trance']
Alex Hope,[]
Alex Isley,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'neo soul', 'pop r&b']"
Alex Kenji,"['funky tech house', 'tech house']"
Alex Klingle,['progressive trance']
Alex Lacamoire,[]
Alex Manga,['vallenato moderno']
Alex Natale DJ,[]
Alex Newell,"['dance pop', 'electropop', 'indie poptimism']"
Alex Norton,[]
Alex Orbison,[]
Alex Pro,['tecnobanda']
Alex Rose,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']"
Alex Somers,['nordic soundtrack']
Alex Spanador Mosely,[]
Alex Turner,"['modern rock', 'rock', 'sheffield indie']"
Alex Ubago,"['latin', 'latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']"
Alex Van Halen,['rock drums']
Alex Wiley,"['chicago rap', 'deep underground hip hop', 'underground hip hop']"
Alex Young,[]
Alex de Grassi,['fingerstyle']
Alexa Vega,[]
Alexander 'Skip' Spence,"['cosmic american', 'experimental', 'folk rock', 'outsider', 'psychedelic rock']"
Alexander 23,"['indie pop', 'pop']"
Alexander Acha,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']"
Alexander Borodin,"['classical', 'late romantic era', 'russian romanticism']"
Alexander Briger,[]
Alexander Courage,"['classic soundtrack', 'theme']"
Alexander Glazunov,"['post-romantic era', 'russian romanticism']"
Alexander Gorya,[]
Alexander Gretchaninov,"['russian modern classical', 'russian romanticism']"
Alexander Hanson,[]
Alexander Hilsberg,['historic orchestral performance']
Alexander King,"['country rap', 'redneck']"
Alexander Kipnis,['classical bass']
Alexander Klinger,[]
Alexander Malter,['contemporary classical piano']
Alexander Melnikov,"['classical performance', 'classical piano', 'historically informed performance', 'russian classical piano']"
Alexander Muir,[]
Alexander O'Neal,"['disco', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
Alexander Oliver,[]
Alexander Peskanov,['american classical piano']
Alexander Rahbari,[]
Alexander Robotnick,['electro']
Alexander Rosenbaum,"['bard', 'classic russian pop', 'russian chanson', 'russian rock']"
Alexander Rybak,['eurovision']
Alexander Schneider,[]
Alexander Schneider Quintet,[]
Alexander Scholuch,[]
Alexander Schreiner,[]
Alexander Scriabin,"['early modern classical', 'impressionism', 'late romantic era', 'russian romanticism']"
Alexander String Quartet,['string quartet']
Alexander Zakin,[]
Alexandra,"['bachata', 'bachata dominicana', 'latin', 'tropical']"
Alexandra Stan,"['dance pop', 'electropop', 'pop dance', 'romanian pop']"
Alexandre Brailowsky,[]
Alexandre Desplat,"['compositional ambient', 'french soundtrack', 'hollywood', 'soundtrack']"
Alexandre Pires,"['axe', 'pagode']"
Alexandre Tansman,"['early modern classical', 'neoclassicism']"
Alexandre Tharaud,"['classical performance', 'classical piano', 'french classical piano']"
Alexei Lubimov,"['classical piano', 'historical keyboard', 'russian classical piano']"
Alexi,['neo-classical']
Alexi Murdoch,"['acoustic pop', 'british singer-songwriter', 'indie folk', 'neo mellow', 'stomp and holler']"
Alexis,['neo-classical']
Alexis Ffrench,['neo-classical']
Alexis Korner's Blues Incorporated,"['british blues', 'british invasion']"
Alexis La Bestia,[]
Alexis Roberts,['chill r&b']
Alexis Vlassof Chorus,[]
Alexis Weissenberg,"['classical piano', 'french classical piano']"
Alexis y Fido,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
Alexisonfire,"['canadian post-hardcore', 'canadian rock', 'melodic metalcore', 'metalcore', 'pop punk', 'post-hardcore', 'screamo']"
Alfamega,[]
Alfonso Cruz Jimenez,[]
Alfonso Herrera,[]
Alfonso Ortiz Tirado,[]
Alfonso Vega Nï¿½ï¿½,[]
Alfonso X El Sabio,"['classical', 'early music', 'medieval', 'musica antigua', 'renaissance']"
Alfred Antonini,[]
Alfred Apaka,['hawaiian']
Alfred Brendel,"['austrian classical piano', 'classical', 'classical performance', 'classical piano']"
Alfred Campos,[]
Alfred Cortot,"['french classical piano', 'historic piano performance']"
Alfred Drake,[]
Alfred Hause,"['ballroom', 'easy listening']"
Alfred Henderson,['bahamian folk']
Alfred Hitchcock,[]
Alfred Newman,['classic soundtrack']
Alfred Pfeifle,[]
Alfred Piccaver,[]
Alfred Poell,[]
Alfred Prinz,['classical clarinet']
Alfred Wallenstein,[]
Alfredo Antonini,[]
Alfredo Arroyo,[]
Alfredo Casella,['neoclassicism']
Alfredo Catalani,"['italian opera', 'italian romanticism', 'late romantic era']"
Alfredo Giacomotti,['italian bass']
Alfredo Gutierrez,"['classic colombian pop', 'cumbia', 'vallenato']"
Alfredo Gutierrez Y Su Conjunto,"['cumbia', 'porro']"
Alfredo Gutiï¿½ï¿½rrez y sus Acordeones Dor,['cumbia colombiana regia']
Alfredo Linares,['salsa international']
Alfredo Olivas,"['banda', 'corrido', 'deep regional mexican', 'nuevo regional mexicano', 'regional mexican']"
Alfredo Simonetto,['opera']
Algorisms,[]
Ali,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
Ali & Gipp,"['dirty south rap', 'pop rap', 'southern hip hop']"
Ali Akbar Khan,"['dhrupad', 'hindustani classical', 'hindustani instrumental', 'indian classical', 'sarod', 'world fusion']"
Ali Bakhsh Zahoor,[]
Ali Farka Tourï¿,"['afrobeat', 'afropop', 'desert blues', 'malian blues', 'mande pop', 'world']"
Ali Gatie,"['canadian hip hop', 'pop']"
Ali Tabatabaee,[]
Alias,[]
Alibabki,['polish reggae']
Alibert,[]
Alice Babs,"['barnmusik', 'swedish jazz', 'vintage swedish pop']"
Alice Bowie,['novelty']
Alice Chater,"['electropop', 'uk pop']"
Alice Clark,['traditional soul']
Alice Cocï¿½,[]
Alice Coltrane,"['afrofuturism', 'afropop', 'art rock', 'avant-garde jazz', 'contemporary post-bop', 'experimental', 'fourth world', 'free jazz', 'jazz', 'jazz funk', 'jazz harp', 'spiritual jazz', 'world']"
Alice Cooper,"['album rock', 'blues rock', 'classic rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']"
Alice DJ,"['eurodance', 'europop']"
Alice Deejay,"['eurodance', 'europop']"
Alice Faye,"['torch song', 'vintage hollywood']"
Alice Ghostley,[]
Alice In Chains,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']"
Alice Lee,[]
Alice Merton,['modern rock']
Alice Ripley,"['broadway', 'hollywood', 'show tunes']"
Alice Sixer,['movie tunes']
Alicia Bridges,['disco']
Alicia Keys,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
Alicia Morton,[]
Alicia Myers,"['funk', 'post-disco', 'quiet storm', 'urban contemporary']"
Alicia Villarreal,"['latin', 'ranchera', 'tejano']"
Alicia de Larrocha,"['classical performance', 'classical piano', 'spanish classical piano']"
Alicks,['lo-fi beats']
Alida Rouffe,[]
Alien Ant Farm,"['alternative metal', 'funk metal', 'nu metal', 'pop punk', 'post-grunge', 'rap rock']"
Alien Huang,"['mandopop', 'taiwan pop']"
